qseqid,sseqid,slen,qlen,length,s_cov,scov_filt,qcov,qcov_filt,pident,p_ident_cutoff,evalue,score,qstart,qend,sstart,send,gaps,positive
171101.spr0752,DEG10540166,172,55,38,0.220930233,no,0.690909091,no,76.316,no,7.41E-12,133,1,38,117,154,0,32
171101.spr0753,DEG10050630,255,122,64,0.250980392,no,0.524590164,no,45.312,no,7.43E-11,135,15,78,1,61,3,43
171101.spr0754,DEG10050630,255,162,160,0.62745098,no,0.987654321,yes,55.625,no,7.67E-54,430,2,161,99,254,4,109
171101.spr0759,DEG10470297,567,234,103,0.181657848,no,0.44017094,no,26.214,no,8.60E-05,98,69,170,452,541,14,52
171101.spr0765,DEG10350346,406,46,32,0.078817734,no,0.695652174,no,43.75,no,0.01,68,1,32,370,401,0,21
171101.spr0766,DEG10470231,283,134,67,0.236749117,no,0.5,no,29.851,no,0.14,68,63,129,212,271,7,33
171101.spr0767,DEG10240293,976,172,21,0.021516393,no,0.122093023,no,52.381,no,2.8,60,116,136,400,420,0,16
171101.spr0800,DEG10540154,719,54,37,0.051460362,no,0.685185185,no,27.027,no,0.54,57,8,44,490,526,0,20
171101.spr0806,DEG10310188,776,122,100,0.128865979,no,0.819672131,no,25,no,0.001,84,12,103,24,123,8,51
171101.spr0807,DEG10050445,206,334,149,0.723300971,no,0.446107784,no,36.242,no,6.11E-30,281,158,306,33,174,7,85
171101.spr0815,DEG10580246,387,306,147,0.379844961,no,0.480392157,no,27.891,no,1.46E-04,98,158,289,219,356,24,68
171101.spr0815,DEG10580246,387,306,48,0.124031008,no,0.156862745,no,41.667,no,0.078,76,23,70,2,49,0,27
171101.spr0817,DEG10380099,581,78,30,0.051635112,no,0.384615385,no,40,no,3.5,54,26,55,77,106,0,14
171101.spr0818,DEG10020204,534,175,32,0.059925094,no,0.182857143,no,40.625,no,0.89,64,74,105,166,197,0,18
171101.spr0840,DEG10640303,562,215,50,0.088967972,no,0.23255814,no,34,no,0.72,66,72,119,234,283,2,29
171101.spr0852,DEG10060052,284,91,64,0.225352113,no,0.703296703,no,34.375,no,3.6,54,5,60,173,236,8,28
171101.spr0853,DEG10270330,1053,87,28,0.026590693,no,0.32183908,no,39.286,no,1.4,58,29,56,486,513,0,16
171101.spr0853,DEG10270330,1053,87,28,0.026590693,no,0.32183908,no,39.286,no,1.4,58,29,56,512,539,0,16
171101.spr0853,DEG10270330,1053,87,28,0.026590693,no,0.32183908,no,39.286,no,1.4,58,29,56,538,565,0,16
171101.spr0853,DEG10270330,1053,87,28,0.026590693,no,0.32183908,no,39.286,no,1.4,58,29,56,564,591,0,16
171101.spr0853,DEG10270330,1053,87,28,0.026590693,no,0.32183908,no,39.286,no,1.4,58,29,56,590,617,0,16
171101.spr0854,DEG10600371,384,141,45,0.1171875,no,0.319148936,no,40,no,2,60,3,47,186,226,4,22
171101.spr0858,DEG10220021,501,62,32,0.063872255,no,0.516129032,no,37.5,no,0.1,63,33,61,412,443,3,21
171101.spr0864,DEG10390046,134,143,132,0.985074627,yes,0.923076923,no,21.97,no,0.009,76,20,143,4,134,9,52
171101.spr0886,DEG10540166,172,65,43,0.25,no,0.661538462,no,81.395,no,3.89E-17,169,22,64,1,43,0,38
171101.spr0898,DEG10450275,613,121,81,0.132137031,no,0.669421488,no,25.926,no,0.98,61,46,111,452,531,16,36
171101.spr0909,DEG10570272,379,46,44,0.116094987,no,0.956521739,yes,22.727,no,2.2,51,3,46,233,276,0,22
171101.spr0910,DEG10030084,239,182,31,0.129707113,no,0.17032967,no,38.71,no,1.4,62,112,142,30,60,0,17
171101.spr0917,DEG10480299,322,193,59,0.183229814,no,0.305699482,no,30.508,no,0.062,74,127,185,151,209,0,30
171101.spr0948,DEG10030191,562,587,391,0.695729537,no,0.666098807,no,25.064,no,2.08E-23,257,141,480,10,373,78,172
171101.spr0951,DEG10630240,107,177,57,0.53271028,no,0.322033898,no,42.105,no,3.60E-07,108,19,75,5,61,0,36
171101.spr0958,DEG10470110,212,185,39,0.183962264,no,0.210810811,no,38.462,no,0.26,68,41,79,26,64,0,23
171101.spr0959,DEG10280025,258,198,22,0.085271318,no,0.111111111,no,50,no,0.54,66,155,176,217,238,0,16
171101.spr0961,DEG10510213,436,431,414,0.949541284,no,0.960556845,yes,24.396,no,3.63E-23,249,3,387,5,411,36,177
171101.spr0962,DEG10180068,185,216,189,1.021621622,yes,0.875,no,26.984,no,2.47E-10,136,2,175,3,185,21,86
171101.spr0963,DEG10050169,593,260,80,0.134907251,no,0.307692308,no,26.25,no,0.4,70,26,101,115,189,9,40
171101.spr0964,DEG10520112,239,630,84,0.351464435,no,0.133333333,no,25,no,0.35,73,58,140,56,138,2,40
171101.spr0965,DEG10070159,368,368,368,1,yes,1,yes,100,yes,0,1925,1,368,1,368,0,368
171101.spr0966,DEG10010221,486,436,451,0.927983539,no,1.03440367,yes,25.721,no,2.48E-21,236,28,436,52,475,69,196
171101.spr0967,DEG10060024,414,407,349,0.842995169,no,0.857493857,no,25.215,no,7.17E-08,127,9,322,4,329,58,151
171101.spr0968,DEG10010203,804,316,68,0.084577114,no,0.215189873,no,32.353,no,2.4,64,7,73,503,561,10,36
171101.spr0969,DEG10250651,429,399,77,0.179487179,no,0.192982456,no,31.169,no,0.007,86,109,183,115,191,2,41
171101.spr0970,DEG10560547,221,214,127,0.574660633,no,0.593457944,no,37.795,no,8.99E-17,183,89,210,89,215,5,68
171101.spr0986,DEG10350346,406,167,37,0.091133005,no,0.221556886,no,40.541,no,0.01,79,109,145,357,393,0,24
171101.spr0987,DEG10300009,223,84,46,0.206278027,no,0.547619048,no,28.261,no,5.9,52,26,71,84,129,0,24
171101.spr0988,DEG10020243,144,184,55,0.381944444,no,0.298913043,no,30.909,no,2.3,60,128,182,48,102,0,25
171101.spr0993,DEG10470330,348,235,81,0.232758621,no,0.344680851,no,25.926,no,0.19,71,6,86,68,137,11,38
171101.spr1008,DEG10350346,406,172,102,0.251231527,no,0.593023256,no,29.412,no,0.008,80,56,150,292,393,7,48
171101.spr1009,DEG10510487,355,172,63,0.177464789,no,0.36627907,no,30.159,no,1.8,61,114,172,5,63,8,29
171101.spr1033,DEG10580195,211,109,107,0.507109005,no,0.981651376,yes,36.449,no,4.09E-26,237,1,107,104,210,0,78
171101.spr1038,DEG10680024,557,122,27,0.048473968,no,0.221311475,no,44.444,no,3.5,57,40,66,28,54,0,16
171101.spr1059,DEG10650094,437,51,44,0.100686499,no,0.862745098,no,38.636,no,0.3,58,18,51,201,244,10,20
171101.spr1060,DEG10470408,935,855,39,0.04171123,no,0.045614035,no,56.41,no,1.32E-04,105,735,773,319,357,0,27
171101.spr1060,DEG10470408,935,855,41,0.043850267,no,0.047953216,no,53.659,no,0.001,97,739,778,318,358,1,29
171101.spr1060,DEG10470408,935,855,36,0.038502674,no,0.042105263,no,50,no,0.14,80,728,763,322,357,0,23
171101.spr1060,DEG10470408,935,855,43,0.045989305,no,0.050292398,no,41.86,no,2.7,69,751,792,310,352,1,28
171101.spr1078,DEG10520307,248,132,47,0.189516129,no,0.356060606,no,31.915,no,1.3,60,84,130,67,112,1,23
171101.spr1079,DEG10260004,397,173,75,0.188916877,no,0.433526012,no,33.333,no,2.9,60,96,168,181,254,3,37
171101.spr1093,DEG10470247,1160,1061,224,0.193103448,no,0.211121583,no,23.661,no,0.037,85,12,228,11,195,46,95
171101.spr1095,DEG10130269,396,371,374,0.944444444,no,1.008086253,yes,37.433,no,2.02E-77,620,5,371,57,396,41,205
171101.spr1096,DEG10580276,656,40,39,0.05945122,no,0.975,yes,25.641,no,2.3,50,1,39,398,436,0,18
171101.spr1134,DEG10560205,328,89,22,0.067073171,no,0.247191011,no,45.455,no,1.7,57,31,52,39,60,0,15
171101.spr1135,DEG10510194,360,345,357,0.991666667,yes,1.034782609,yes,49.58,no,1.02E-117,881,1,345,1,357,12,248
171101.spr1136,DEG10550382,518,144,112,0.216216216,no,0.777777778,no,32.143,no,9.76E-11,138,9,120,390,498,3,57
171101.spr1137,DEG10550382,518,210,199,0.384169884,no,0.947619048,no,49.749,no,2.71E-61,504,16,210,172,370,4,140
171101.spr1159,DEG10550741,522,62,31,0.059386973,no,0.5,no,41.935,no,0.76,57,23,53,400,429,1,21
171101.spr1160,DEG10640177,327,59,16,0.048929664,no,0.271186441,no,68.75,no,0.72,56,1,16,30,45,0,12
171101.spr1179,DEG10170169,523,334,38,0.072657744,no,0.113772455,no,31.579,no,2.7,64,289,326,203,240,0,20
171101.spr1183,DEG10390040,605,213,211,0.348760331,no,0.990610329,yes,43.128,no,6.59E-51,438,1,208,389,599,3,133
171101.spr1188,DEG10280466,151,135,148,0.98013245,yes,1.096296296,yes,34.459,no,3.10E-25,230,1,135,1,147,14,84
171101.spr1189,DEG10500073,166,162,59,0.355421687,no,0.364197531,no,27.119,no,0.13,69,99,157,93,149,2,31
171101.spr1190,DEG10520151,243,472,82,0.33744856,no,0.173728814,no,28.049,no,4.9,63,169,250,145,217,9,37
171101.spr1192,DEG10180255,298,283,265,0.889261745,no,0.93639576,no,33.585,no,9.78E-55,452,17,281,30,292,2,155
171101.spr1193,DEG10580253,318,331,318,1,yes,0.960725076,yes,36.164,no,1.53E-69,557,16,330,1,316,5,191
171101.spr1194,DEG10110050,512,542,370,0.72265625,no,0.682656827,no,25.676,no,1.42E-20,233,88,453,75,412,36,157
171101.spr1195,DEG10050070,379,307,175,0.461741425,no,0.570032573,no,25.714,no,2.18E-05,105,143,300,75,245,21,71
171101.spr1195,DEG10050070,379,307,84,0.221635884,no,0.273615635,no,29.762,no,4.1,62,13,96,273,333,23,37
171101.spr1197,DEG10130373,308,87,71,0.230519481,no,0.816091954,no,28.169,no,0.61,60,16,86,81,151,0,28
171101.spr1210,DEG10560863,711,70,23,0.032348805,no,0.328571429,no,47.826,no,0.48,59,42,64,471,493,0,18
171101.spr1214,DEG10500208,409,488,419,1.024449878,yes,0.858606557,no,23.389,no,8.79E-14,176,78,476,9,406,41,184
171101.spr1258,DEG10380149,436,131,130,0.298165138,no,0.992366412,yes,61.538,no,2.61E-52,430,1,130,307,436,0,97
171101.spr1259,DEG10370136,436,267,268,0.614678899,no,1.003745318,yes,68.284,no,3.20E-127,943,1,267,2,269,1,211
171101.spr1271,DEG10420238,58,66,58,1,yes,0.878787879,no,94.828,no,3.25E-33,267,9,66,1,58,0,57
171101.spr1274,DEG10130114,436,129,51,0.116972477,no,0.395348837,no,31.373,no,0.27,66,27,76,87,137,1,25
171101.spr1285,DEG10420274,336,60,33,0.098214286,no,0.55,no,30.303,no,0.53,57,13,45,173,205,0,20
171101.spr1286,DEG10010087,358,63,42,0.117318436,no,0.666666667,no,30.952,no,0.69,57,20,61,95,136,0,22
171101.spr1294,DEG10250196,354,153,58,0.163841808,no,0.379084967,no,25.862,no,0.55,65,2,59,15,72,0,24
171101.spr1295,DEG10130378,459,70,42,0.091503268,no,0.6,no,30.952,no,3.3,53,16,57,101,142,0,20
171101.spr1296,DEG10450203,336,122,28,0.083333333,no,0.229508197,no,42.857,no,0.27,65,80,107,245,272,0,18
171101.spr1297,DEG10300022,447,64,49,0.109619687,no,0.765625,no,30.612,no,1.1,56,15,63,20,66,2,26
171101.spr1337,DEG10520448,624,53,31,0.049679487,no,0.58490566,no,32.258,no,2.1,52,23,53,562,592,0,16
171101.spr1338,DEG10520096,307,138,53,0.172638436,no,0.384057971,no,33.962,no,0.42,65,28,79,240,290,3,26
171101.spr1339,DEG10050630,255,162,160,0.62745098,no,0.987654321,yes,55,no,2.89E-53,427,2,161,99,254,4,109
171101.spr1340,DEG10050630,255,122,64,0.250980392,no,0.524590164,no,45.312,no,7.43E-11,135,15,78,1,61,3,43
171101.spr1341,DEG10540166,172,89,70,0.406976744,no,0.786516854,no,82.857,no,3.18E-35,292,20,89,1,70,0,63
171101.spr1368,DEG10260102,180,160,63,0.35,no,0.39375,no,39.683,no,1.54E-04,91,81,140,109,171,3,33
171101.spr1380,DEG10460204,608,207,182,0.299342105,no,0.879227053,no,24.725,no,3.08E-14,170,3,184,143,324,0,87
171101.spr1381,DEG10410170,634,100,79,0.124605678,no,0.79,no,27.848,no,0.36,63,27,100,90,167,6,39
171101.spr1386,DEG10270044,482,94,21,0.043568465,no,0.223404255,no,47.619,no,1.2,59,30,50,397,417,0,15
171101.spr1387,DEG10350289,405,104,62,0.15308642,no,0.596153846,no,30.645,no,1.1,60,13,57,136,197,17,30
171101.spr1398,DEG10400347,125,123,122,0.976,yes,0.991869919,yes,22.951,no,0.08,68,1,117,3,109,20,45
171101.spr1400,DEG10070079,143,162,143,1,yes,0.882716049,no,98.601,yes,3.99E-101,731,20,162,1,143,0,142
171101.spr1401,DEG10060250,1225,64,25,0.020408163,no,0.390625,no,40,no,9.7,49,29,53,470,494,0,16
171101.spr1404,DEG10010101,716,502,124,0.173184358,no,0.247011952,no,21.774,no,0.83,70,259,379,562,682,6,56
171101.spr1446,DEG10050630,255,162,160,0.62745098,no,0.987654321,yes,55.625,no,9.64E-54,430,2,161,99,254,4,109
171101.spr1447,DEG10050630,255,90,75,0.294117647,no,0.833333333,no,42.667,no,4.20E-13,148,15,89,1,72,3,49
171101.spr1448,DEG10540166,172,90,70,0.406976744,no,0.777777778,no,81.429,no,5.74E-34,284,21,90,1,70,0,62
171101.spr1458,DEG10070199,92,92,92,1,yes,1,yes,100,yes,9.64E-67,493,1,92,1,92,0,92
171101.spr1459,DEG10570217,332,363,314,0.945783133,no,0.865013774,no,30.573,no,1.55E-42,379,49,360,6,316,5,160
171101.spr1471,DEG10080079,957,59,58,0.060606061,no,0.983050847,yes,31.034,no,0.82,56,3,55,513,569,6,29
171101.spr1481,DEG10140029,230,56,44,0.191304348,no,0.785714286,no,38.636,no,4.2,50,4,47,158,199,2,21
171101.spr1521,DEG10060237,367,31,16,0.04359673,no,0.516129032,no,50,no,3.8,47,5,20,27,42,0,11
171101.spr1545,DEG10120246,645,66,45,0.069767442,no,0.681818182,no,35.556,no,0.091,64,24,64,480,524,4,31
171101.spr1549,DEG10460108,269,130,86,0.319702602,no,0.661538462,no,24.419,no,0.029,73,10,95,101,169,17,39
171101.spr1557,DEG10020193,156,177,153,0.980769231,yes,0.86440678,no,52.941,no,4.13E-57,445,21,173,1,153,0,111
171101.spr1559,DEG10020222,298,240,212,0.711409396,no,0.883333333,no,35.849,no,2.60E-35,317,28,231,18,229,8,113
171101.spr1560,DEG10380221,264,282,91,0.34469697,no,0.322695035,no,29.67,no,0.26,71,29,117,121,204,9,44
171101.spr1563,DEG10400119,428,67,16,0.037383178,no,0.23880597,no,56.25,no,0.32,60,3,18,116,131,0,13
171101.spr1573,DEG10120358,298,129,28,0.093959732,no,0.217054264,no,39.286,no,1.1,61,86,113,120,147,0,18
171101.spr1586,DEG10170342,85,97,67,0.788235294,no,0.690721649,no,29.851,no,6.72E-04,79,30,96,17,81,2,37
171101.spr1595,DEG10070100,175,196,175,1,yes,0.892857143,no,99.429,yes,1.77E-129,924,22,196,1,175,0,174
171101.spr1598,DEG10550674,410,319,321,0.782926829,no,1.006269592,yes,58.879,no,3.81E-130,965,1,319,87,407,2,241
171101.spr1600,DEG10561109,94,141,53,0.563829787,no,0.375886525,no,35.849,no,0.027,71,67,119,14,64,2,29
171101.spr1603,DEG10070215,190,190,190,1,yes,1,yes,100,yes,2.24E-145,1029,1,190,1,190,0,190
171101.spr1618,DEG10250450,274,284,212,0.773722628,no,0.746478873,no,28.302,no,7.59E-31,289,70,280,66,272,6,122
171101.spr1619,DEG10470050,310,302,295,0.951612903,yes,0.976821192,yes,37.627,no,1.88E-61,500,6,296,10,301,7,179
171101.spr1620,DEG10270503,436,437,360,0.825688073,no,0.823798627,no,23.611,no,6.35E-20,224,87,436,84,428,25,153
171101.spr1638,DEG10200399,305,51,44,0.144262295,no,0.862745098,no,29.545,no,0.086,62,6,49,167,210,0,23
171101.spr1675,DEG10030342,68,172,50,0.735294118,no,0.290697674,no,22,no,0.4,62,107,156,3,52,0,26
171101.spr1676,DEG10350346,406,172,102,0.251231527,no,0.593023256,no,29.412,no,0.008,80,56,150,292,393,7,48
171101.spr1697,DEG10070224,100,100,100,1,yes,1,yes,100,yes,9.06E-70,514,1,100,1,100,0,100
171101.spr1701,DEG10350346,406,260,234,0.57635468,no,0.9,no,21.795,no,0.25,71,43,248,44,270,35,99
171101.spr1702,DEG10350346,406,175,37,0.091133005,no,0.211428571,no,40.541,no,0.011,79,117,153,357,393,0,24
171101.spr1716,DEG10350346,406,145,24,0.0591133,no,0.165517241,no,50,no,0.1,70,100,123,370,393,0,18
171101.spr1735,DEG10510368,399,56,34,0.085213033,no,0.607142857,no,32.353,no,3,51,22,55,325,358,0,17
171101.spr1736,DEG10060009,623,215,157,0.252006421,no,0.730232558,no,21.656,no,2.32E-07,118,55,211,95,250,1,81
171101.spr1737,DEG10580337,149,114,39,0.261744966,no,0.342105263,no,41.026,no,0.002,80,64,102,61,99,0,26
171101.spr1742,DEG10410150,208,160,71,0.341346154,no,0.44375,no,25.352,no,0.42,65,85,152,45,114,4,33
171101.spr1743,DEG10580083,389,69,23,0.059125964,no,0.333333333,no,39.13,no,5.7,51,36,58,348,370,0,16
171101.spr1744,DEG10550108,268,43,29,0.108208955,no,0.674418605,no,41.379,no,1.9,51,12,38,199,227,2,19
171101.spr1745,DEG10260003,1049,87,35,0.03336511,no,0.402298851,no,34.286,no,0.29,62,17,51,577,611,0,24
171101.spr1752,DEG10130053,1413,80,34,0.024062279,no,0.425,no,35.294,no,2,56,2,35,4,37,0,18
171101.spr1753,DEG10070160,73,57,43,0.589041096,no,0.754385965,no,39.535,no,8.67E-04,74,11,53,3,41,4,27
171101.spr1818,DEG10120086,484,68,46,0.095041322,no,0.676470588,no,30.435,no,2.2,54,11,56,75,120,0,24
171101.spr1856,DEG10070231,126,126,126,1,yes,1,yes,100,yes,7.06E-89,645,1,126,1,126,0,126
171101.spr1857,DEG10050342,296,60,18,0.060810811,no,0.3,no,55.556,no,0.29,59,35,52,158,175,0,15
171101.spr1861,DEG10310199,495,160,70,0.141414141,no,0.4375,no,28.571,no,0.25,68,9,75,272,340,4,40
171101.spr1863,DEG10670306,406,363,297,0.731527094,no,0.818181818,no,20.875,no,1.52E-05,107,82,357,108,399,26,128
171101.spr1871,DEG10600317,366,71,49,0.133879781,no,0.690140845,no,30.612,no,0.079,65,22,70,56,104,0,21
171101.spr1872,DEG10130071,697,104,23,0.032998565,no,0.221153846,no,52.174,no,2.9,57,59,81,96,118,0,14
171101.spr1874,DEG10560505,144,112,36,0.25,no,0.321428571,no,47.222,no,0.002,79,25,60,64,99,0,22
171101.spr1886,DEG10340466,189,104,53,0.28042328,no,0.509615385,no,30.189,no,5.1,54,31,83,25,76,1,22
171101.spr1888,DEG10050235,861,857,857,0.995354239,yes,1,yes,37.806,no,0,1519,20,855,11,858,30,515
171101.spr1901,DEG10600487,323,172,101,0.312693498,no,0.587209302,no,21.782,no,0.94,64,32,127,30,130,5,47
171101.spr1908,DEG10050046,478,377,84,0.175732218,no,0.222811671,no,30.952,no,0.037,80,122,205,295,374,4,42
171101.spr1933,DEG10630240,107,283,84,0.785046729,no,0.296819788,no,27.381,no,0.14,69,3,82,6,89,4,41
171101.spr1946,DEG10030323,414,189,118,0.285024155,no,0.624338624,no,30.508,no,0.001,87,16,130,60,172,8,54
171101.spr1955,DEG10350189,418,247,249,0.59569378,no,1.008097166,yes,28.514,no,3.32E-30,289,6,247,8,253,10,129
171101.spr1956,DEG10350189,418,149,148,0.354066986,no,0.993288591,yes,41.892,no,7.85E-32,291,5,149,270,416,4,89
171101.spr1978,DEG10580238,144,166,94,0.652777778,no,0.56626506,no,27.66,no,1.01E-04,91,68,161,46,136,3,47
171101.spr1984,DEG10030468,323,330,145,0.448916409,no,0.439393939,no,25.517,no,0.004,87,1,135,74,204,24,69
171101.spr1985,DEG10270343,247,93,88,0.356275304,no,0.946236559,no,29.545,no,0.087,66,6,91,27,107,9,39
171101.spr1989,DEG10470094,560,165,165,0.294642857,no,1,yes,30.303,no,2.94E-13,159,1,157,385,545,12,81
171101.spr1990,DEG10470094,560,461,443,0.791071429,no,0.960954447,yes,41.986,no,4.04E-97,773,1,441,1,382,63,260
171101.spr1999,DEG10020040,818,47,47,0.057457213,no,1,yes,40.426,no,3.97E-07,100,1,47,760,806,0,29
171101.spr2001,DEG10580267,152,173,150,0.986842105,yes,0.867052023,no,60.667,no,3.28E-51,405,22,171,1,150,0,121
171101.spr2016,DEG10400602,407,89,38,0.093366093,no,0.426966292,no,36.842,no,1.9,56,18,50,43,79,6,24
171101.spr2018,DEG10600084,123,95,80,0.650406504,no,0.842105263,no,26.25,no,0.83,59,10,89,4,73,10,31
171101.spr2037,DEG10140306,2599,104,90,0.034628703,no,0.865384615,no,30,no,2,58,25,104,1847,1930,16,44
171101.spr2038,DEG10120111,434,112,79,0.18202765,no,0.705357143,no,25.316,no,0.22,65,25,94,135,213,9,36
170187.SP_0015,DEG10680024,557,138,23,0.041292639,no,0.166666667,no,52.174,no,2.8,59,40,62,28,50,0,15
170187.SP_0039,DEG10400430,479,97,53,0.110647182,no,0.546391753,no,28.302,no,0.64,61,12,64,366,416,2,29
170187.SP_0077,DEG10470148,128,52,19,0.1484375,no,0.365384615,no,47.368,no,0.55,56,27,45,90,108,0,15
170187.SP_0168,DEG10400253,460,392,366,0.795652174,no,0.933673469,no,20.492,no,5.72E-04,95,2,335,51,409,39,156
170187.SP_0200,DEG10400558,439,431,110,0.250569476,no,0.255220418,no,30,no,0.32,73,49,148,102,201,20,45
170187.SP_0233,DEG10620257,37,38,38,1.027027027,yes,1,yes,84.211,no,8.12E-16,149,1,38,1,37,1,34
170187.SP_0239,DEG10550476,452,445,445,0.984513274,yes,1,yes,66.517,no,0,1485,5,445,7,451,4,347
170187.SP_0243,DEG10470157,341,338,329,0.964809384,yes,0.973372781,yes,31.003,no,5.29E-34,318,10,331,23,340,18,163
170187.SP_0300,DEG10560041,232,112,39,0.168103448,no,0.348214286,no,33.333,no,1.1,60,33,71,80,113,5,19
170187.SP_0363,DEG10460127,649,88,35,0.053929122,no,0.397727273,no,37.143,no,1.1,58,16,48,263,295,4,22
170187.SP_0377,DEG10420134,348,340,64,0.183908046,no,0.188235294,no,25,no,1.2,67,31,94,11,72,2,32
170187.SP_0389,DEG10400007,388,79,29,0.074742268,no,0.367088608,no,41.379,no,2.9,54,41,69,13,41,0,15
170187.SP_0390,DEG10140294,493,285,184,0.373225152,no,0.645614035,no,23.913,no,0.18,73,16,189,271,428,36,73
170187.SP_0462,DEG10470082,1310,893,61,0.046564885,no,0.068309071,no,39.344,no,3.63E-04,102,51,111,627,687,0,32
170187.SP_0462,DEG10470082,1310,893,61,0.046564885,no,0.068309071,no,39.344,no,3.92E-04,102,51,111,991,1051,0,31
170187.SP_0462,DEG10470082,1310,893,84,0.064122137,no,0.09406495,no,36.905,no,0.002,96,61,144,912,990,5,43
170187.SP_0462,DEG10470082,1310,893,90,0.06870229,no,0.100783875,no,33.333,no,0.004,93,62,150,1098,1184,4,45
170187.SP_0462,DEG10470082,1310,893,118,0.090076336,no,0.132138858,no,29.661,no,0.006,92,51,168,443,545,15,58
170187.SP_0462,DEG10470082,1310,893,100,0.076335878,no,0.111982083,no,29,no,0.006,91,715,814,966,1054,11,46
170187.SP_0462,DEG10470082,1310,893,100,0.076335878,no,0.111982083,no,29,no,0.007,91,715,814,602,690,11,47
170187.SP_0462,DEG10470082,1310,893,164,0.12519084,no,0.183650616,no,25,no,0.007,91,720,874,881,1031,22,63
170187.SP_0462,DEG10470082,1310,893,84,0.064122137,no,0.09406495,no,34.524,no,0.009,90,61,144,548,626,5,43
170187.SP_0462,DEG10470082,1310,893,152,0.116030534,no,0.170212766,no,26.316,no,0.016,88,732,874,529,667,22,59
170187.SP_0462,DEG10470082,1310,893,134,0.102290076,no,0.150055991,no,28.358,no,0.14,80,729,846,707,827,29,55
170187.SP_0462,DEG10470082,1310,893,130,0.099236641,no,0.145576708,no,25.385,no,0.24,78,718,838,787,905,20,59
170187.SP_0462,DEG10470082,1310,893,102,0.077862595,no,0.114221725,no,34.314,no,2.2,70,731,831,1077,1163,16,46
170187.SP_0508,DEG10560347,584,522,439,0.751712329,no,0.840996169,no,29.613,no,5.29E-41,391,5,397,39,430,93,202
170187.SP_0508,DEG10560347,584,522,281,0.481164384,no,0.538314176,no,27.402,no,2.79E-18,215,6,274,323,578,37,136
170187.SP_0529,DEG10290161,256,453,146,0.5703125,no,0.322295806,no,23.973,no,8.64E-05,101,53,191,20,162,10,64
170187.SP_0541,DEG10550200,716,49,48,0.067039106,no,0.979591837,yes,22.917,no,7.3,48,1,43,465,512,5,25
170187.SP_0574,DEG10050169,593,276,90,0.151770658,no,0.326086957,no,30,no,3.1,63,108,197,310,395,4,36
170187.SP_0575,DEG10060055,656,548,52,0.079268293,no,0.094890511,no,38.462,no,0.078,79,56,107,30,80,1,29
170187.SP_0610,DEG10580302,244,252,243,0.995901639,yes,0.964285714,yes,55.144,no,4.30E-93,698,2,244,4,244,2,181
170187.SP_0640,DEG10260102,180,81,19,0.105555556,no,0.234567901,no,68.421,no,0.46,60,9,27,125,143,0,16
170187.SP_0735,DEG10070143,98,98,97,0.989795918,yes,0.989795918,yes,95.876,yes,6.46E-65,482,1,97,1,97,0,94
